sent,tags,parse
<p> The authors conducted a study to investigate the complications social workers encounter in arranging posthospital care for medicare patients and to identify the problems requiring professional problem solving .,<p>/RB The/DT authors/NNS conducted/VBD a/DT study/NN to/TO investigate/VB the/DT complications/JJ social/JJ workers/NNS encounter/NN in/IN arranging/VBG posthospital/JJ care/NN for/IN medicare/JJ patients/NNS and/CC to/TO identify/VB the/DT problems/NNS requiring/VBG professional/JJ problem/NN solving/VBG ./.,"advmod(conducted-4, <p>-1) det(authors-3, The-2) nsubj(conducted-4, authors-3) root(ROOT-0, conducted-4) det(study-6, a-5) dobj(conducted-4, study-6) mark(investigate-8, to-7) dep(study-6, investigate-8) det(encounter-13, the-9) amod(encounter-13, complications-10) amod(encounter-13, social-11) compound(encounter-13, workers-12) dobj(investigate-8, encounter-13) mark(arranging-15, in-14) acl(encounter-13, arranging-15) amod(care-17, posthospital-16) dobj(arranging-15, care-17) case(patients-20, for-18) amod(patients-20, medicare-19) nmod:for(arranging-15, patients-20) cc(investigate-8, and-21) mark(identify-23, to-22) dep(study-6, identify-23) conj:and(investigate-8, identify-23) det(problems-25, the-24) nsubj(requiring-26, problems-25) dep(identify-23, requiring-26) amod(problem-28, professional-27) dobj(requiring-26, problem-28) acl(problem-28, solving-29)  "
Professional workers unavailable : Other hospital or community professionals were not available for consultation or arranging discharge .,Professional/NNP workers/NNS unavailable/VBZ :/: Other/JJ hospital/NN or/CC community/NN professionals/NNS were/VBD not/RB available/JJ for/IN consultation/VBG or/CC arranging/VBG discharge/NN ./.,"compound(workers-2, Professional-1) nsubj(unavailable-3, workers-2) root(ROOT-0, unavailable-3) amod(hospital-6, Other-5) nsubj(available-12, hospital-6) cc(hospital-6, or-7) compound(professionals-9, community-8) conj:or(hospital-6, professionals-9) nsubj(available-12, professionals-9) cop(available-12, were-10) neg(available-12, not-11) parataxis(unavailable-3, available-12) mark(consultation-14, for-13) advcl(available-12, consultation-14) cc(consultation-14, or-15) advcl(available-12, arranging-16) conj:or(consultation-14, arranging-16) dobj(consultation-14, discharge-17)  "
"Discharge planning frequently involves preparing patients and families for self-care , arranging adequate home care services , and arranging transfers to long-term care facilities .","Discharge/JJ planning/NN frequently/RB involves/VBZ preparing/VBG patients/NNS and/CC families/NNS for/IN self-care/NN ,/, arranging/VBG adequate/JJ home/NN care/NN services/NNS ,/, and/CC arranging/VBG transfers/NNS to/TO long-term/JJ care/NN facilities/NNS ./.","amod(planning-2, Discharge-1) nsubj(involves-4, planning-2) advmod(involves-4, frequently-3) root(ROOT-0, involves-4) ccomp(involves-4, preparing-5) dobj(preparing-5, patients-6) cc(patients-6, and-7) dobj(preparing-5, families-8) conj:and(patients-6, families-8) case(self-care-10, for-9) nmod:for(preparing-5, self-care-10) ccomp(involves-4, arranging-12) conj:and(preparing-5, arranging-12) amod(services-16, adequate-13) compound(services-16, home-14) compound(services-16, care-15) dobj(arranging-12, services-16) cc(preparing-5, and-18) ccomp(involves-4, arranging-19) conj:and(preparing-5, arranging-19) dobj(arranging-19, transfers-20) case(facilities-24, to-21) amod(facilities-24, long-term-22) compound(facilities-24, care-23) nmod:to(arranging-19, facilities-24)  "
"( n25 ) It may be that a better theory could be devised by differently drawing the borders of the domain to which it will apply , by adding something to the theory , by subtracting something from it , or by altering assumptions and rearranging the relations among a theory 's concepts .","-LRB-/-LRB- n25/NNP -RRB-/-RRB- It/PRP may/MD be/VB that/IN a/DT better/JJR theory/NN could/MD be/VB devised/VBN by/IN differently/RB drawing/VBG the/DT borders/NNS of/IN the/DT domain/NN to/TO which/WDT it/PRP will/MD apply/VB ,/, by/IN adding/VBG something/NN to/TO the/DT theory/NN ,/, by/IN subtracting/VBG something/NN from/IN it/PRP ,/, or/CC by/IN altering/VBG assumptions/NNS and/CC rearranging/VBG the/DT relations/NNS among/IN a/DT theory/NN 's/POS concepts/NNS ./.","nsubj(be-6, n25-2) nsubj(be-6, It-4) aux(be-6, may-5) root(ROOT-0, be-6) mark(devised-13, that-7) det(theory-10, a-8) amod(theory-10, better-9) nsubjpass(devised-13, theory-10) aux(devised-13, could-11) auxpass(devised-13, be-12) ccomp(be-6, devised-13) mark(drawing-16, by-14) advmod(drawing-16, differently-15) advcl(devised-13, drawing-16) det(borders-18, the-17) dobj(drawing-16, borders-18) case(domain-21, of-19) det(domain-21, the-20) nmod:of(borders-18, domain-21) mark(apply-26, to-22) dobj(apply-26, which-23) nsubj(apply-26, it-24) nsubj(adding-29, it-24) nsubj(altering-43, it-24) aux(apply-26, will-25) dep(drawing-16, apply-26) mark(adding-29, by-28) dep(drawing-16, adding-29) conj:or(apply-26, adding-29) dobj(adding-29, something-30) case(theory-33, to-31) det(theory-33, the-32) nmod:to(adding-29, theory-33) mark(subtracting-36, by-35) advcl(adding-29, subtracting-36) dobj(subtracting-36, something-37) case(it-39, from-38) nmod:from(subtracting-36, it-39) cc(apply-26, or-41) mark(altering-43, by-42) dep(drawing-16, altering-43) conj:or(apply-26, altering-43) dobj(altering-43, assumptions-44) cc(drawing-16, and-45) advcl(devised-13, rearranging-46) conj:and(drawing-16, rearranging-46) det(relations-48, the-47) dobj(rearranging-46, relations-48) case(concepts-53, among-49) det(theory-51, a-50) nmod:poss(concepts-53, theory-51) case(theory-51, 's-52) nmod:among(rearranging-46, concepts-53)  "
"Reflecting on the development of natural science , Feyerabend , for example , emphasized that "" progress was often made by following theory , not observation , and by rearranging our observational world in conformance with theoretical assumptions . ""","Reflecting/VBG on/IN the/DT development/NN of/IN natural/JJ science/NN ,/, Feyerabend/NNP ,/, for/IN example/NN ,/, emphasized/VBD that/DT ''/'' progress/NN was/VBD often/RB made/VBN by/IN following/VBG theory/NN ,/, not/RB observation/NN ,/, and/CC by/IN rearranging/VBG our/PRP$ observational/JJ world/NN in/IN conformance/NN with/IN theoretical/JJ assumptions/NNS ./. ''/''","advcl(emphasized-14, Reflecting-1) case(development-4, on-2) det(development-4, the-3) nmod:on(Reflecting-1, development-4) case(science-7, of-5) amod(science-7, natural-6) nmod:of(development-4, science-7) nsubj(emphasized-14, Feyerabend-9) case(example-12, for-11) nmod:for(Feyerabend-9, example-12) root(ROOT-0, emphasized-14) dobj(emphasized-14, that-15) nsubjpass(made-20, progress-17) auxpass(made-20, was-18) advmod(made-20, often-19) acl:relcl(that-15, made-20) mark(following-22, by-21) dep(made-20, following-22) compound(observation-26, theory-23) neg(observation-26, not-25) dobj(following-22, observation-26) cc(following-22, and-28) mark(rearranging-30, by-29) dep(made-20, rearranging-30) conj:and(following-22, rearranging-30) nmod:poss(world-33, our-31) amod(world-33, observational-32) dobj(rearranging-30, world-33) case(conformance-35, in-34) nmod:in(rearranging-30, conformance-35) case(assumptions-38, with-36) amod(assumptions-38, theoretical-37) nmod:with(conformance-35, assumptions-38)  "
"In the same way that Dvorak 's New World symphony weaves authentic and composed "" folk "" melodies to paint a picture of Americana , the members of the Saint Petersburg Society for Jewish Folk Music devoted themselves to first arranging and finally creating new "" Jewish "" tunes .","In/IN the/DT same/JJ way/NN that/DT Dvorak/NNP 's/POS New/NNP World/NNP symphony/NN weaves/NNS authentic/VBZ and/CC composed/VBN ''/'' folk/NN ''/'' melodies/VBG to/TO paint/VB a/DT picture/NN of/IN Americana/NNS ,/, the/DT members/NNS of/IN the/DT Saint/NNP Petersburg/NNP Society/NNP for/IN Jewish/JJ Folk/NN Music/NN devoted/VBN themselves/PRP to/TO first/JJ arranging/NNS and/CC finally/RB creating/VBG new/JJ ''/'' Jewish/NNS ''/'' tunes/VBZ ./.","case(way-4, In-1) det(way-4, the-2) amod(way-4, same-3) nmod:in(authentic-12, way-4) det(Dvorak-6, that-5) nmod:poss(weaves-11, Dvorak-6) case(Dvorak-6, 's-7) compound(weaves-11, New-8) compound(weaves-11, World-9) compound(weaves-11, symphony-10) nsubj(authentic-12, weaves-11) nsubj(composed-14, weaves-11) root(ROOT-0, authentic-12) cc(authentic-12, and-13) conj:and(authentic-12, composed-14) dobj(composed-14, folk-16) dep(composed-14, melodies-18) mark(paint-20, to-19) xcomp(melodies-18, paint-20) det(picture-22, a-21) dobj(paint-20, picture-22) case(Americana-24, of-23) nmod:of(picture-22, Americana-24) det(members-27, the-26) appos(Americana-24, members-27) case(Society-32, of-28) det(Society-32, the-29) compound(Society-32, Saint-30) compound(Society-32, Petersburg-31) nmod:of(members-27, Society-32) case(Music-36, for-33) amod(Music-36, Jewish-34) compound(Music-36, Folk-35) nmod:for(paint-20, Music-36) acl(Music-36, devoted-37) dobj(devoted-37, themselves-38) case(arranging-41, to-39) amod(arranging-41, first-40) nmod:to(devoted-37, arranging-41) cc(melodies-18, and-42) advmod(creating-44, finally-43) dep(composed-14, creating-44) conj:and(melodies-18, creating-44) amod(Jewish-47, new-45) dobj(creating-44, Jewish-47) acl:relcl(Jewish-47, tunes-49)  "
The use of the computer for everything from keeping records to planning marching shows to arranging and composing is overwhelming in itself .,The/DT use/NN of/IN the/DT computer/NN for/IN everything/NN from/IN keeping/VBG records/NNS to/TO planning/VBG marching/VBG shows/NNS to/TO arranging/VBG and/CC composing/VBG is/VBZ overwhelming/JJ in/IN itself/PRP ./.,"det(use-2, The-1) nsubj(overwhelming-20, use-2) case(computer-5, of-3) det(computer-5, the-4) nmod:of(use-2, computer-5) case(everything-7, for-6) nmod:for(computer-5, everything-7) mark(keeping-9, from-8) acl(everything-7, keeping-9) dobj(keeping-9, records-10) mark(planning-12, to-11) advcl(keeping-9, planning-12) advcl(planning-12, marching-13) dobj(marching-13, shows-14) mark(arranging-16, to-15) advcl(marching-13, arranging-16) cc(arranging-16, and-17) advcl(marching-13, composing-18) conj:and(arranging-16, composing-18) cop(overwhelming-20, is-19) root(ROOT-0, overwhelming-20) case(itself-22, in-21) nmod:in(overwhelming-20, itself-22)  "
"<p> Composing ( also arranging and improvising ) : Includes sequencing software ( recording multiple tracks , or lines , of music ) and sound library software ( organizing databases of individual sounds ) .","<p>/NN Composing/VBG -LRB-/-LRB- also/RB arranging/VBG and/CC improvising/VBG -RRB-/-RRB- :/: Includes/VBZ sequencing/VBG software/NN -LRB-/-LRB- recording/NN multiple/NN tracks/NNS ,/, or/CC lines/NNS ,/, of/IN music/NN -RRB-/-RRB- and/CC sound/NN library/NN software/NN -LRB-/-LRB- organizing/VBG databases/NNS of/IN individual/JJ sounds/NNS -RRB-/-RRB- ./.","nsubj(Includes-10, <p>-1) dep(<p>-1, Composing-2) advmod(arranging-5, also-4) parataxis(Composing-2, arranging-5) cc(arranging-5, and-6) parataxis(Composing-2, improvising-7) conj:and(arranging-5, improvising-7) root(ROOT-0, Includes-10) amod(software-12, sequencing-11) dobj(Includes-10, software-12) compound(tracks-16, recording-14) compound(tracks-16, multiple-15) dep(software-12, tracks-16) cc(tracks-16, or-18) dep(software-12, lines-19) conj:or(tracks-16, lines-19) case(music-22, of-21) nmod:of(tracks-16, music-22) cc(software-12, and-24) compound(software-27, sound-25) compound(software-27, library-26) dobj(Includes-10, software-27) conj:and(software-12, software-27) amod(databases-30, organizing-29) dep(software-12, databases-30) case(sounds-33, of-31) amod(sounds-33, individual-32) nmod:of(databases-30, sounds-33)  "
"1 ) , encompassing the world 's richest tuna grounds , to protect its resources from farranging deep-sea fishing fleets from Japan , Taiwan , the Republic of Korea , and the Soviet Union .","1/LS -RRB-/-RRB- ,/, encompassing/JJ the/DT world/NN 's/VBZ richest/JJS tuna/NN grounds/NNS ,/, to/TO protect/VB its/PRP$ resources/NNS from/IN farranging/VBG deep-sea/JJ fishing/NN fleets/NNS from/IN Japan/NNP ,/, Taiwan/NNP ,/, the/DT Republic/NNP of/IN Korea/NNP ,/, and/CC the/DT Soviet/NNP Union/NNP ./.","dep(grounds-10, 1-1) amod(world-6, encompassing-4) det(world-6, the-5) nsubj(grounds-10, world-6) cop(grounds-10, 's-7) amod(grounds-10, richest-8) compound(grounds-10, tuna-9) root(ROOT-0, grounds-10) mark(protect-13, to-12) advcl(grounds-10, protect-13) nmod:poss(resources-15, its-14) dobj(protect-13, resources-15) mark(farranging-17, from-16) advcl(protect-13, farranging-17) amod(fleets-20, deep-sea-18) compound(fleets-20, fishing-19) dobj(farranging-17, fleets-20) case(Taiwan-24, from-21) compound(Taiwan-24, Japan-22) nmod:from(farranging-17, Taiwan-24) det(Republic-27, the-26) nmod:from(farranging-17, Republic-27) conj:and(Taiwan-24, Republic-27) case(Korea-29, of-28) nmod:of(Republic-27, Korea-29) cc(Taiwan-24, and-31) det(Union-34, the-32) compound(Union-34, Soviet-33) nmod:from(farranging-17, Union-34) conj:and(Taiwan-24, Union-34)  "
I can only hope that we wo n't wind up arranging things in such a way as would have inhibited Newton or Millikan from doing their thing .,I/PRP can/MD only/RB hope/VB that/IN we/PRP wo/MD n't/RB wind/VB up/RP arranging/VBG things/NNS in/IN such/PDT a/DT way/NN as/IN would/MD have/VB inhibited/VBD Newton/NNP or/CC Millikan/NNP from/IN doing/VBG their/PRP$ thing/NN ./.,"nsubj(hope-4, I-1) aux(hope-4, can-2) advmod(hope-4, only-3) root(ROOT-0, hope-4) mark(wind-9, that-5) nsubj(wind-9, we-6) aux(wind-9, wo-7) neg(wind-9, n't-8) ccomp(hope-4, wind-9) compound:prt(wind-9, up-10) xcomp(wind-9, arranging-11) dobj(arranging-11, things-12) case(way-16, in-13) det:predet(way-16, such-14) det(way-16, a-15) nmod:in(arranging-11, way-16) mark(inhibited-20, as-17) aux(inhibited-20, would-18) aux(inhibited-20, have-19) advcl(arranging-11, inhibited-20) dobj(inhibited-20, Newton-21) cc(Newton-21, or-22) dobj(inhibited-20, Millikan-23) conj:or(Newton-21, Millikan-23) mark(doing-25, from-24) advcl(inhibited-20, doing-25) nmod:poss(thing-27, their-26) dobj(doing-25, thing-27)  "
"<p> Yet particularities skillfully arranged , or simply allowed to coexist without much visible arranging , can also create ironic dislocation .","<p>/NN Yet/RB particularities/NNS skillfully/RB arranged/VBD ,/, or/CC simply/RB allowed/VBD to/TO coexist/VB without/IN much/RB visible/JJ arranging/NNS ,/, can/MD also/RB create/VB ironic/JJ dislocation/NN ./.","nsubj(arranged-5, <p>-1) nsubj(allowed-9, <p>-1) nsubj(coexist-11, <p>-1) nsubj(create-19, <p>-1) advmod(arranged-5, Yet-2) nsubj(arranged-5, particularities-3) advmod(arranged-5, skillfully-4) root(ROOT-0, arranged-5) cc(arranged-5, or-7) advmod(allowed-9, simply-8) conj:or(arranged-5, allowed-9) mark(coexist-11, to-10) xcomp(allowed-9, coexist-11) case(arranging-15, without-12) advmod(visible-14, much-13) amod(arranging-15, visible-14) nmod:without(coexist-11, arranging-15) aux(create-19, can-17) advmod(create-19, also-18) conj:or(arranged-5, create-19) amod(dislocation-21, ironic-20) dobj(create-19, dislocation-21)  "
"They are neither data collectors nor storehouses for collections of an endless and incoherent myriad of facts but rather are living beings who can act upon data -- manipulating , rearranging , evaluating , and using that information for sensible and beneficial purposes .","They/PRP are/VBP neither/DT data/NN collectors/NNS nor/CC storehouses/NNS for/IN collections/NNS of/IN an/DT endless/JJ and/CC incoherent/JJ myriad/NN of/IN facts/NNS but/CC rather/RB are/VBP living/VBG beings/NNS who/WP can/MD act/VB upon/IN data/NNS --/: manipulating/VBG ,/, rearranging/VBG ,/, evaluating/VBG ,/, and/CC using/VBG that/DT information/NN for/IN sensible/JJ and/CC beneficial/JJ purposes/NNS ./.","nsubj(collectors-5, They-1) nsubj(living-21, They-1) cop(collectors-5, are-2) det(collectors-5, neither-3) compound(collectors-5, data-4) root(ROOT-0, collectors-5) cc(collectors-5, nor-6) conj:nor(collectors-5, storehouses-7) case(collections-9, for-8) nmod:for(storehouses-7, collections-9) case(myriad-15, of-10) det(myriad-15, an-11) amod(myriad-15, endless-12) cc(endless-12, and-13) conj:and(endless-12, incoherent-14) amod(myriad-15, incoherent-14) nmod:of(collections-9, myriad-15) case(facts-17, of-16) nmod:of(myriad-15, facts-17) cc(collectors-5, but-18) advmod(living-21, rather-19) aux(living-21, are-20) conj:nor(collectors-5, living-21) dobj(living-21, beings-22) nsubj(act-25, beings-22) ref(beings-22, who-23) aux(act-25, can-24) acl:relcl(beings-22, act-25) case(data-27, upon-26) nmod:upon(act-25, data-27) ccomp(collectors-5, manipulating-29) ccomp(collectors-5, rearranging-31) conj:and(manipulating-29, rearranging-31) ccomp(collectors-5, evaluating-33) conj:and(manipulating-29, evaluating-33) cc(manipulating-29, and-35) ccomp(collectors-5, using-36) conj:and(manipulating-29, using-36) det(information-38, that-37) dobj(using-36, information-38) case(purposes-43, for-39) amod(purposes-43, sensible-40) cc(sensible-40, and-41) conj:and(sensible-40, beneficial-42) amod(purposes-43, beneficial-42) nmod:for(information-38, purposes-43)  "
"Also , these nineteenth-century enumerators clearly expected men to be household heads since corrections and rearrangings of family members are evident on the manuscript forms .","Also/RB ,/, these/DT nineteenth-century/JJ enumerators/NNS clearly/RB expected/VBD men/NNS to/TO be/VB household/NN heads/NNS since/IN corrections/NNS and/CC rearrangings/NNS of/IN family/NN members/NNS are/VBP evident/JJ on/IN the/DT manuscript/NN forms/NNS ./.","advmod(expected-7, Also-1) det(enumerators-5, these-3) amod(enumerators-5, nineteenth-century-4) nsubj(expected-7, enumerators-5) advmod(expected-7, clearly-6) root(ROOT-0, expected-7) dobj(expected-7, men-8) nsubj(heads-12, men-8) mark(heads-12, to-9) cop(heads-12, be-10) compound(heads-12, household-11) xcomp(expected-7, heads-12) mark(evident-21, since-13) nsubj(evident-21, corrections-14) cc(corrections-14, and-15) conj:and(corrections-14, rearrangings-16) nsubj(evident-21, rearrangings-16) case(members-19, of-17) compound(members-19, family-18) nmod:of(corrections-14, members-19) cop(evident-21, are-20) advcl(heads-12, evident-21) case(forms-25, on-22) det(forms-25, the-23) compound(forms-25, manuscript-24) nmod:on(evident-21, forms-25)  "
"Now , her daily schedule was organized by routines associated with her child 's nursery school : for example , making the obento , taking her daughter to school and picking her up , attending Mothers ' Association meetings , arranging daily play dates , and keeping the school uniform clean .","Now/RB ,/, her/PRP$ daily/JJ schedule/NN was/VBD organized/VBN by/IN routines/NNS associated/VBN with/IN her/PRP$ child/NN 's/POS nursery/NN school/NN :/: for/IN example/NN ,/, making/VBG the/DT obento/NN ,/, taking/VBG her/PRP$ daughter/NN to/TO school/NN and/CC picking/VBG her/PRP up/RP ,/, attending/VBG Mothers/NNP '/POS Association/NNP meetings/NNS ,/, arranging/VBG daily/JJ play/NN dates/NNS ,/, and/CC keeping/VBG the/DT school/NN uniform/JJ clean/JJ ./.","advmod(organized-7, Now-1) nmod:poss(schedule-5, her-3) amod(schedule-5, daily-4) nsubjpass(organized-7, schedule-5) auxpass(organized-7, was-6) root(ROOT-0, organized-7) case(routines-9, by-8) nmod:by(organized-7, routines-9) acl(routines-9, associated-10) case(school-16, with-11) nmod:poss(child-13, her-12) nmod:poss(school-16, child-13) case(child-13, 's-14) compound(school-16, nursery-15) nmod:with(associated-10, school-16) case(example-19, for-18) nmod:for(associated-10, example-19) ccomp(associated-10, making-21) det(obento-23, the-22) dobj(making-21, obento-23) ccomp(associated-10, taking-25) conj:and(making-21, taking-25) nmod:poss(daughter-27, her-26) dobj(taking-25, daughter-27) case(school-29, to-28) nmod:to(taking-25, school-29) cc(taking-25, and-30) conj:and(making-21, picking-31) conj:and(taking-25, picking-31) dobj(picking-31, her-32) compound:prt(picking-31, up-33) ccomp(associated-10, attending-35) conj:and(making-21, attending-35) nmod:poss(meetings-39, Mothers-36) case(Mothers-36, '-37) compound(meetings-39, Association-38) dobj(attending-35, meetings-39) ccomp(associated-10, arranging-41) conj:and(making-21, arranging-41) amod(dates-44, daily-42) compound(dates-44, play-43) dobj(arranging-41, dates-44) cc(making-21, and-46) ccomp(associated-10, keeping-47) conj:and(making-21, keeping-47) det(school-49, the-48) dobj(keeping-47, school-49) amod(clean-51, uniform-50) amod(school-49, clean-51)  "
"<p> The Managalase , whose marriages are monogamous , extended their political alliances by arranging the marriages of their cognatic kin ( McKellin 1984 , nd . )","<p>/VB The/DT Managalase/NN ,/, whose/WP$ marriages/NNS are/VBP monogamous/JJ ,/, extended/VBD their/PRP$ political/JJ alliances/NNS by/IN arranging/VBG the/DT marriages/NNS of/IN their/PRP$ cognatic/JJ kin/NN -LRB-/-LRB- McKellin/NNP 1984/CD ,/, nd/NNP ./. -RRB-/-RRB-","root(ROOT-0, <p>-1) det(Managalase-3, The-2) nsubj(extended-10, Managalase-3) dep(monogamous-8, whose-5) nsubj(monogamous-8, marriages-6) cop(monogamous-8, are-7) dep(Managalase-3, monogamous-8) ccomp(<p>-1, extended-10) nmod:poss(alliances-13, their-11) amod(alliances-13, political-12) dobj(extended-10, alliances-13) mark(arranging-15, by-14) advcl(extended-10, arranging-15) det(marriages-17, the-16) dobj(arranging-15, marriages-17) case(kin-21, of-18) nmod:poss(kin-21, their-19) amod(kin-21, cognatic-20) nmod:of(marriages-17, kin-21) appos(kin-21, McKellin-23) nummod(McKellin-23, 1984-24) dep(McKellin-23, nd-26)  "
"Schumpeter 's wife , who devoted several years to the task of arranging Schumpeter 's papers , decided to try to have the money book put in order and translated into English .","Schumpeter/NNP 's/POS wife/NN ,/, who/WP devoted/VBN several/JJ years/NNS to/TO the/DT task/NN of/IN arranging/VBG Schumpeter/NNP 's/POS papers/NNS ,/, decided/VBD to/TO try/VB to/TO have/VB the/DT money/NN book/NN put/VBN in/IN order/NN and/CC translated/VBN into/IN English/NNP ./.","nmod:poss(wife-3, Schumpeter-1) case(Schumpeter-1, 's-2) nsubj(devoted-6, wife-3) nsubj(decided-18, wife-3) nsubj(try-20, wife-3) nsubj(have-22, wife-3) ref(wife-3, who-5) acl:relcl(wife-3, devoted-6) amod(years-8, several-7) nmod:tmod(devoted-6, years-8) case(task-11, to-9) det(task-11, the-10) nmod:to(devoted-6, task-11) mark(arranging-13, of-12) acl(task-11, arranging-13) nmod:poss(papers-16, Schumpeter-14) case(Schumpeter-14, 's-15) dobj(arranging-13, papers-16) root(ROOT-0, decided-18) mark(try-20, to-19) xcomp(decided-18, try-20) mark(have-22, to-21) xcomp(try-20, have-22) det(book-25, the-23) compound(book-25, money-24) dobj(have-22, book-25) dep(book-25, put-26) advcl(put-26, in-27) mwe(in-27, order-28) cc(put-26, and-29) dep(book-25, translated-30) conj:and(put-26, translated-30) case(English-32, into-31) nmod:into(translated-30, English-32)  "
"It does this by first assessing the likelihood of his success , and then arranging a suitable package of debt and equity instruments .","It/PRP does/VBZ this/DT by/IN first/RB assessing/VBG the/DT likelihood/NN of/IN his/PRP$ success/NN ,/, and/CC then/RB arranging/VBG a/DT suitable/JJ package/NN of/IN debt/NN and/CC equity/NN instruments/NNS ./.","nsubj(does-2, It-1) root(ROOT-0, does-2) dobj(does-2, this-3) mark(assessing-6, by-4) advmod(assessing-6, first-5) advcl(does-2, assessing-6) det(likelihood-8, the-7) dobj(assessing-6, likelihood-8) case(success-11, of-9) nmod:poss(success-11, his-10) nmod:of(likelihood-8, success-11) cc(assessing-6, and-13) advmod(arranging-15, then-14) advcl(does-2, arranging-15) conj:and(assessing-6, arranging-15) det(package-18, a-16) amod(package-18, suitable-17) dobj(arranging-15, package-18) case(instruments-23, of-19) compound(instruments-23, debt-20) cc(debt-20, and-21) conj:and(debt-20, equity-22) compound(instruments-23, equity-22) nmod:of(package-18, instruments-23)  "
"It consists of representatives of the various classes and social groups , and subsumes differences in viewpoints by arranging its members in various nomenclatura positions .","It/PRP consists/VBZ of/IN representatives/NNS of/IN the/DT various/JJ classes/NNS and/CC social/JJ groups/NNS ,/, and/CC subsumes/JJ differences/NNS in/IN viewpoints/NNS by/IN arranging/VBG its/PRP$ members/NNS in/IN various/JJ nomenclatura/NN positions/NNS ./.","nsubj(consists-2, It-1) root(ROOT-0, consists-2) case(representatives-4, of-3) nmod:of(consists-2, representatives-4) case(classes-8, of-5) det(classes-8, the-6) amod(classes-8, various-7) nmod:of(representatives-4, classes-8) cc(classes-8, and-9) amod(groups-11, social-10) nmod:of(representatives-4, groups-11) conj:and(classes-8, groups-11) cc(representatives-4, and-13) amod(differences-15, subsumes-14) nmod:of(consists-2, differences-15) conj:and(representatives-4, differences-15) case(viewpoints-17, in-16) nmod:in(differences-15, viewpoints-17) mark(arranging-19, by-18) advcl(consists-2, arranging-19) nmod:poss(members-21, its-20) dobj(arranging-19, members-21) case(positions-25, in-22) amod(positions-25, various-23) compound(positions-25, nomenclatura-24) nmod:in(arranging-19, positions-25)  "
"In addition , the existence of brokers in the business of arranging terms for limited price risk contracts and the anecdotal evidence that the price premium for this contract significantly exceeded the premium over spot price that sellers get for assured delivery , imply that gas market participants do not yet understand how to calculate the market values of these types of contracts .","In/IN addition/NN ,/, the/DT existence/NN of/IN brokers/NNS in/IN the/DT business/NN of/IN arranging/VBG terms/NNS for/IN limited/JJ price/NN risk/NN contracts/NNS and/CC the/DT anecdotal/JJ evidence/NN that/IN the/DT price/NN premium/NN for/IN this/DT contract/NN significantly/RB exceeded/VBD the/DT premium/NN over/IN spot/NN price/NN that/IN sellers/NNS get/VBP for/IN assured/JJ delivery/NN ,/, imply/VBP that/IN gas/NN market/NN participants/NNS do/VBP not/RB yet/RB understand/VB how/WRB to/TO calculate/VB the/DT market/NN values/NNS of/IN these/DT types/NNS of/IN contracts/NNS ./.","case(addition-2, In-1) nmod:in(imply-44, addition-2) det(existence-5, the-4) nsubj(imply-44, existence-5) case(brokers-7, of-6) nmod:of(existence-5, brokers-7) case(business-10, in-8) det(business-10, the-9) nmod:in(brokers-7, business-10) mark(arranging-12, of-11) acl(business-10, arranging-12) dobj(arranging-12, terms-13) case(contracts-18, for-14) amod(contracts-18, limited-15) compound(contracts-18, price-16) compound(contracts-18, risk-17) nmod:for(arranging-12, contracts-18) cc(contracts-18, and-19) det(evidence-22, the-20) amod(evidence-22, anecdotal-21) nmod:for(arranging-12, evidence-22) conj:and(contracts-18, evidence-22) mark(exceeded-31, that-23) det(premium-26, the-24) compound(premium-26, price-25) nsubj(exceeded-31, premium-26) case(contract-29, for-27) det(contract-29, this-28) nmod:for(premium-26, contract-29) advmod(exceeded-31, significantly-30) ccomp(arranging-12, exceeded-31) det(premium-33, the-32) dobj(exceeded-31, premium-33) case(price-36, over-34) compound(price-36, spot-35) nmod:over(exceeded-31, price-36) mark(get-39, that-37) nsubj(get-39, sellers-38) ccomp(exceeded-31, get-39) case(delivery-42, for-40) amod(delivery-42, assured-41) nmod:for(get-39, delivery-42) root(ROOT-0, imply-44) mark(understand-52, that-45) compound(participants-48, gas-46) compound(participants-48, market-47) nsubj(understand-52, participants-48) aux(understand-52, do-49) neg(understand-52, not-50) advmod(understand-52, yet-51) ccomp(imply-44, understand-52) advmod(calculate-55, how-53) mark(calculate-55, to-54) ccomp(understand-52, calculate-55) det(values-58, the-56) compound(values-58, market-57) dobj(calculate-55, values-58) case(types-61, of-59) det(types-61, these-60) nmod:of(values-58, types-61) case(contracts-63, of-62) nmod:of(types-61, contracts-63)  "
