sent,tags,parse
So much of what 's going on is in leverage buyouts and simply rearranging assets .,So/IN much/RB of/IN what/WP 's/VBZ going/VBG on/RP is/VBZ in/IN leverage/NN buyouts/NNS and/CC simply/RB rearranging/VBG assets/NNS ./.," dep(buyouts-11, So-1) nsubj(buyouts-11, much-2) nsubj(rearranging-14, much-2) mark(going-6, of-3) nsubj(going-6, what-4) aux(going-6, 's-5) acl(much-2, going-6) compound:prt(going-6, on-7) cop(buyouts-11, is-8) case(buyouts-11, in-9) compound(buyouts-11, leverage-10) root(ROOT-0, buyouts-11) cc(buyouts-11, and-12) advmod(rearranging-14, simply-13) conj:and(buyouts-11, rearranging-14) dobj(rearranging-14, assets-15)  "
"ESSENCE : Your entire career and marriage have been characterized by political activism -- from speaking at forums organized by Paul Robeson 's periodical , Freedom , to arranging a meeting between Malcolm X and the mainstream Black leadership of the day , to organizing a fund-raiser for Angela Davis .","ESSENCE/NNP :/: Your/PRP$ entire/JJ career/NN and/CC marriage/NN have/VBP been/VBN characterized/VBN by/IN political/JJ activism/NN --/: from/IN speaking/VBG at/IN forums/NNS organized/VBN by/IN Paul/NNP Robeson/NNP 's/POS periodical/NN ,/, Freedom/NNP ,/, to/TO arranging/VBG a/DT meeting/NN between/IN Malcolm/NNP X/NNP and/CC the/DT mainstream/NN Black/JJ leadership/NN of/IN the/DT day/NN ,/, to/TO organizing/VBG a/DT fund-raiser/NN for/IN Angela/NNP Davis/NNP ./."," root(ROOT-0, ESSENCE-1) nmod:poss(career-5, Your-3) amod(career-5, entire-4) nsubjpass(characterized-10, career-5) cc(career-5, and-6) conj:and(career-5, marriage-7) nsubjpass(characterized-10, marriage-7) aux(characterized-10, have-8) auxpass(characterized-10, been-9) parataxis(ESSENCE-1, characterized-10) case(activism-13, by-11) amod(activism-13, political-12) nmod:by(characterized-10, activism-13) mark(speaking-16, from-15) advcl(characterized-10, speaking-16) case(forums-18, at-17) nmod:at(speaking-16, forums-18) acl(forums-18, organized-19) case(periodical-24, by-20) compound(Robeson-22, Paul-21) nmod:poss(periodical-24, Robeson-22) case(Robeson-22, 's-23) nmod:by(organized-19, periodical-24) appos(periodical-24, Freedom-26) mark(arranging-29, to-28) advcl(organized-19, arranging-29) det(meeting-31, a-30) dobj(arranging-29, meeting-31) case(X-34, between-32) compound(X-34, Malcolm-33) nmod:between(meeting-31, X-34) cc(meeting-31, and-35) det(leadership-39, the-36) compound(leadership-39, mainstream-37) amod(leadership-39, Black-38) dobj(arranging-29, leadership-39) conj:and(meeting-31, leadership-39) case(day-42, of-40) det(day-42, the-41) nmod:of(leadership-39, day-42) mark(organizing-45, to-44) advcl(organized-19, organizing-45) det(fund-raiser-47, a-46) dobj(organizing-45, fund-raiser-47) case(Davis-50, for-48) compound(Davis-50, Angela-49) nmod:for(fund-raiser-47, Davis-50)  "
"We may have become Masters of the Universe , accustomed to giving life and taking it away , casually ordering people into battle or out of their jobs , comfortably cutting up and rearranging people 's brains or machines or governments or corporations , and yet we may still dirty our diapers at the sound of our mommy 's whimper or our daddy 's growl .","We/PRP may/MD have/VB become/VBN Masters/NN of/IN the/DT Universe/NNP ,/, accustomed/VBN to/TO giving/VBG life/NN and/CC taking/VBG it/PRP away/RP ,/, casually/RB ordering/VBG people/NNS into/IN battle/NN or/CC out/RB of/IN their/PRP$ jobs/NNS ,/, comfortably/RB cutting/VBG up/RP and/CC rearranging/VBG people/NNS 's/POS brains/NNS or/CC machines/NNS or/CC governments/NNS or/CC corporations/NNS ,/, and/CC yet/RB we/PRP may/MD still/RB dirty/VB our/PRP$ diapers/NNS at/IN the/DT sound/NN of/IN our/PRP$ mommy/NN 's/POS whimper/NN or/CC our/PRP$ daddy/NN 's/POS growl/NN ./."," nsubj(become-4, We-1) aux(become-4, may-2) aux(become-4, have-3) root(ROOT-0, become-4) xcomp(become-4, Masters-5) case(Universe-8, of-6) det(Universe-8, the-7) nmod:of(Masters-5, Universe-8) dep(become-4, accustomed-10) mark(giving-12, to-11) advcl(accustomed-10, giving-12) dobj(giving-12, life-13) cc(giving-12, and-14) advcl(accustomed-10, taking-15) conj:and(giving-12, taking-15) dobj(taking-15, it-16) compound:prt(taking-15, away-17) advmod(ordering-20, casually-19) ccomp(become-4, ordering-20) dobj(ordering-20, people-21) case(battle-23, into-22) nmod:into(ordering-20, battle-23) cc(battle-23, or-24) nmod:into(ordering-20, out-25) conj:or(battle-23, out-25) case(jobs-28, of-26) nmod:poss(jobs-28, their-27) nmod:of(battle-23, jobs-28) advmod(cutting-31, comfortably-30) ccomp(become-4, cutting-31) conj:and(ordering-20, cutting-31) compound:prt(cutting-31, up-32) cc(ordering-20, and-33) ccomp(become-4, rearranging-34) conj:and(ordering-20, rearranging-34) nmod:poss(brains-37, people-35) case(people-35, 's-36) dobj(rearranging-34, brains-37) cc(brains-37, or-38) dobj(rearranging-34, machines-39) conj:or(brains-37, machines-39) cc(brains-37, or-40) dobj(rearranging-34, governments-41) conj:or(brains-37, governments-41) cc(governments-41, or-42) conj:or(brains-37, corporations-43) conj:or(governments-41, corporations-43) cc(become-4, and-45) advmod(dirty-50, yet-46) nsubj(dirty-50, we-47) aux(dirty-50, may-48) advmod(dirty-50, still-49) conj:and(become-4, dirty-50) nmod:poss(diapers-52, our-51) dobj(dirty-50, diapers-52) case(sound-55, at-53) det(sound-55, the-54) nmod:at(dirty-50, sound-55) case(whimper-60, of-56) nmod:poss(mommy-58, our-57) nmod:poss(whimper-60, mommy-58) case(mommy-58, 's-59) nmod:of(sound-55, whimper-60) cc(whimper-60, or-61) nmod:poss(daddy-63, our-62) nmod:poss(growl-65, daddy-63) case(daddy-63, 's-64) nmod:of(sound-55, growl-65) conj:or(whimper-60, growl-65)  "
"In the summer of 1924 , hearing that Bernarr Macfadden , the eccentric millionaire publisher of Physical Culture and True Confessions magazines , was launching a tabloid , Winchell coerced a friend into arranging an interview with one of Macfadden 's executives . ""","In/IN the/DT summer/NN of/IN 1924/CD ,/, hearing/VBG that/IN Bernarr/NNP Macfadden/NNP ,/, the/DT eccentric/JJ millionaire/NN publisher/NN of/IN Physical/NNP Culture/NNP and/CC True/NNP Confessions/NNP magazines/NNS ,/, was/VBD launching/VBG a/DT tabloid/NN ,/, Winchell/NNP coerced/VBD a/DT friend/NN into/IN arranging/VBG an/DT interview/NN with/IN one/CD of/IN Macfadden/NNP 's/POS executives/NNS ./. ''/''"," case(summer-3, In-1) det(summer-3, the-2) nmod:in(coerced-30, summer-3) case(1924-5, of-4) nmod:of(summer-3, 1924-5) acl(summer-3, hearing-7) mark(launching-25, that-8) compound(Macfadden-10, Bernarr-9) nsubj(launching-25, Macfadden-10) det(publisher-15, the-12) amod(publisher-15, eccentric-13) compound(publisher-15, millionaire-14) appos(Macfadden-10, publisher-15) case(Culture-18, of-16) compound(Culture-18, Physical-17) nmod:of(publisher-15, Culture-18) cc(Culture-18, and-19) compound(magazines-22, True-20) compound(magazines-22, Confessions-21) nmod:of(publisher-15, magazines-22) conj:and(Culture-18, magazines-22) aux(launching-25, was-24) ccomp(hearing-7, launching-25) det(tabloid-27, a-26) dobj(launching-25, tabloid-27) nsubj(coerced-30, Winchell-29) root(ROOT-0, coerced-30) det(friend-32, a-31) dobj(coerced-30, friend-32) mark(arranging-34, into-33) advcl(coerced-30, arranging-34) det(interview-36, an-35) dobj(arranging-34, interview-36) case(one-38, with-37) nmod:with(arranging-34, one-38) case(executives-42, of-39) nmod:poss(executives-42, Macfadden-40) case(Macfadden-40, 's-41) nmod:of(one-38, executives-42)  "
"<p> ILLUSTRATION : Meet Market : Some companies do everything short of arranging romances to bring IS types into contact with "" the suits . """,<p>/NNP ILLUSTRATION/NNP :/: Meet/VB Market/NN :/: Some/DT companies/NNS do/VBP everything/NN short/JJ of/IN arranging/VBG romances/NNS to/TO bring/VB IS/JJ types/NNS into/IN contact/NN with/IN ''/'' the/DT suits/NNS ./. ''/''," compound(ILLUSTRATION-2, <p>-1) nsubj(do-9, ILLUSTRATION-2) parataxis(do-9, Meet-4) dobj(Meet-4, Market-5) det(companies-8, Some-7) nsubj(do-9, companies-8) root(ROOT-0, do-9) nsubj(short-11, everything-10) xcomp(do-9, short-11) mark(arranging-13, of-12) advcl(short-11, arranging-13) dobj(arranging-13, romances-14) mark(bring-16, to-15) advcl(arranging-13, bring-16) amod(types-18, IS-17) dobj(bring-16, types-18) case(contact-20, into-19) nmod:into(bring-16, contact-20) case(suits-24, with-21) det(suits-24, the-23) nmod:with(bring-16, suits-24)  "
That started a composing-arranging relationship that continues today ( their carols and arrangements are widely used in Christmas concerts ) .,That/DT started/VBD a/DT composing-arranging/JJ relationship/NN that/WDT continues/VBZ today/NN -LRB-/-LRB- their/PRP$ carols/NNS and/CC arrangements/NNS are/VBP widely/RB used/VBN in/IN Christmas/NNP concerts/NNS -RRB-/-RRB- ./.," nsubj(started-2, That-1) root(ROOT-0, started-2) det(relationship-5, a-3) amod(relationship-5, composing-arranging-4) dobj(started-2, relationship-5) nsubj(continues-7, relationship-5) ref(relationship-5, that-6) acl:relcl(relationship-5, continues-7) nmod:tmod(continues-7, today-8) nmod:poss(carols-11, their-10) nsubjpass(used-16, carols-11) cc(carols-11, and-12) conj:and(carols-11, arrangements-13) nsubjpass(used-16, arrangements-13) auxpass(used-16, are-14) advmod(used-16, widely-15) dep(relationship-5, used-16) case(concerts-19, in-17) compound(concerts-19, Christmas-18) nmod:in(used-16, concerts-19)  "
"<p> But there was a caveat for Lammert and Weber , and a good one : both they and their investor were keen on arranging a mandatory buyback of equity .","<p>/RB But/CC there/EX was/VBD a/DT caveat/NN for/IN Lammert/NNP and/CC Weber/NNP ,/, and/CC a/DT good/JJ one/NN :/: both/CC they/PRP and/CC their/PRP$ investor/NN were/VBD keen/VB on/IN arranging/VBG a/DT mandatory/JJ buyback/NN of/IN equity/NN ./."," advmod(was-4, <p>-1) cc(was-4, But-2) expl(was-4, there-3) root(ROOT-0, was-4) det(caveat-6, a-5) nsubj(was-4, caveat-6) case(Lammert-8, for-7) nmod:for(caveat-6, Lammert-8) cc(Lammert-8, and-9) nmod:for(caveat-6, Weber-10) conj:and(Lammert-8, Weber-10) cc(caveat-6, and-12) det(one-15, a-13) amod(one-15, good-14) nsubj(was-4, one-15) conj:and(caveat-6, one-15) cc:preconj(caveat-6, both-17) nsubj(was-4, they-18) conj:and(caveat-6, they-18) cc(was-4, and-19) nmod:poss(investor-21, their-20) nsubj(keen-23, investor-21) cop(keen-23, were-22) conj:and(was-4, keen-23) mark(arranging-25, on-24) advcl(keen-23, arranging-25) det(buyback-28, a-26) amod(buyback-28, mandatory-27) dobj(arranging-25, buyback-28) case(equity-30, of-29) nmod:of(buyback-28, equity-30)  "
"<p> By Todd Balf <p> WORK IT OFF Best antistress moves to help defuse tension fast <p> What do you do when your boss tosses another project in your lap and says he needs it tomorrow , or some jerk sideswipes your new car , or you 're arranging parcels by ZIP code and a customer walks into your place of work demanding a book of stamps !","<p>/RB By/IN Todd/NNP Balf/NNP <p>/NN WORK/VBP IT/PRP OFF/VBP Best/JJS antistress/NNS moves/VBZ to/TO help/VB defuse/VB tension/NN fast/JJ <p>/NN What/WP do/VBP you/PRP do/VBP when/WRB your/PRP$ boss/NN tosses/VBZ another/DT project/NN in/IN your/PRP$ lap/NN and/CC says/VBZ he/PRP needs/VBZ it/PRP tomorrow/NN ,/, or/CC some/DT jerk/NN sideswipes/VBZ your/PRP$ new/JJ car/NN ,/, or/CC you/PRP 're/VBP arranging/VBG parcels/NNS by/IN ZIP/NN code/NN and/CC a/DT customer/NN walks/VBZ into/IN your/PRP$ place/NN of/IN work/NN demanding/VBG a/DT book/NN of/IN stamps/NNS !/."," advmod(WORK-6, <p>-1) case(Balf-4, By-2) compound(Balf-4, Todd-3) nmod:by(WORK-6, Balf-4) nsubj(WORK-6, <p>-5) root(ROOT-0, WORK-6) nsubj(OFF-8, IT-7) ccomp(WORK-6, OFF-8) amod(antistress-10, Best-9) nsubj(moves-11, antistress-10) nsubj(help-13, antistress-10) ccomp(OFF-8, moves-11) mark(help-13, to-12) xcomp(moves-11, help-13) xcomp(help-13, defuse-14) compound(<p>-17, tension-15) amod(<p>-17, fast-16) dobj(defuse-14, <p>-17) nsubj(do-19, <p>-17) ref(<p>-17, What-18) acl:relcl(<p>-17, do-19) nsubj(do-21, you-20) ccomp(do-19, do-21) advmod(tosses-25, when-22) nmod:poss(boss-24, your-23) nsubj(tosses-25, boss-24) nsubj(says-32, boss-24) advcl(do-21, tosses-25) det(project-27, another-26) dobj(tosses-25, project-27) case(lap-30, in-28) nmod:poss(lap-30, your-29) nmod:in(project-27, lap-30) cc(tosses-25, and-31) advcl(do-21, says-32) conj:and(tosses-25, says-32) nsubj(needs-34, he-33) ccomp(says-32, needs-34) dobj(needs-34, it-35) nmod:tmod(needs-34, tomorrow-36) cc(WORK-6, or-38) det(jerk-40, some-39) nsubj(sideswipes-41, jerk-40) conj:or(WORK-6, sideswipes-41) nmod:poss(car-44, your-42) amod(car-44, new-43) dobj(sideswipes-41, car-44) cc(sideswipes-41, or-46) nsubj(arranging-49, you-47) aux(arranging-49, 're-48) conj:or(WORK-6, arranging-49) conj:or(sideswipes-41, arranging-49) dobj(arranging-49, parcels-50) case(code-53, by-51) compound(code-53, ZIP-52) nmod:by(arranging-49, code-53) cc(sideswipes-41, and-54) det(customer-56, a-55) nsubj(walks-57, customer-56) conj:or(WORK-6, walks-57) conj:or(sideswipes-41, walks-57) mark(demanding-63, into-58) nmod:poss(place-60, your-59) nsubj(demanding-63, place-60) case(work-62, of-61) nmod:of(place-60, work-62) advcl(walks-57, demanding-63) det(book-65, a-64) dobj(demanding-63, book-65) case(stamps-67, of-66) nmod:of(book-65, stamps-67)  "
"After recalling strings of numbers , assembling puzzles , arranging cartoon panels and wrestling with various abstractions , the test taker gets a score ranking his overall standing among other people his age .","After/IN recalling/VBG strings/NNS of/IN numbers/NNS ,/, assembling/VBG puzzles/NNS ,/, arranging/VBG cartoon/NN panels/NNS and/CC wrestling/VBG with/IN various/JJ abstractions/NNS ,/, the/DT test/NN taker/NN gets/VBZ a/DT score/NN ranking/VBG his/PRP$ overall/JJ standing/NN among/IN other/JJ people/NNS his/PRP$ age/NN ./."," mark(recalling-2, After-1) advcl(gets-22, recalling-2) dobj(recalling-2, strings-3) case(numbers-5, of-4) nmod:of(strings-3, numbers-5) conj:and(recalling-2, assembling-7) advcl(gets-22, assembling-7) dobj(assembling-7, puzzles-8) conj:and(recalling-2, arranging-10) advcl(gets-22, arranging-10) compound(panels-12, cartoon-11) dobj(arranging-10, panels-12) cc(recalling-2, and-13) conj:and(recalling-2, wrestling-14) advcl(gets-22, wrestling-14) case(abstractions-17, with-15) amod(abstractions-17, various-16) nmod:with(wrestling-14, abstractions-17) det(taker-21, the-19) compound(taker-21, test-20) nsubj(gets-22, taker-21) root(ROOT-0, gets-22) det(score-24, a-23) dobj(gets-22, score-24) acl(score-24, ranking-25) nmod:poss(standing-28, his-26) amod(standing-28, overall-27) dobj(ranking-25, standing-28) case(people-31, among-29) amod(people-31, other-30) nmod:among(ranking-25, people-31) nmod:poss(age-33, his-32) dep(people-31, age-33)  "
"Brash volume only heightens the group 's virtues : tunefulness , audacious content , startling arranging .","Brash/JJ volume/NN only/RB heightens/VBZ the/DT group/NN 's/POS virtues/NNS :/: tunefulness/NNS ,/, audacious/JJ content/NN ,/, startling/JJ arranging/VBG ./."," amod(volume-2, Brash-1) nsubj(heightens-4, volume-2) advmod(heightens-4, only-3) root(ROOT-0, heightens-4) det(group-6, the-5) nmod:poss(virtues-8, group-6) case(group-6, 's-7) dobj(heightens-4, virtues-8) dep(virtues-8, tunefulness-10) amod(content-13, audacious-12) appos(tunefulness-10, content-13) appos(tunefulness-10, startling-15) acl(startling-15, arranging-16)  "
A man on a small bulldozer is arranging boulders for an artificial stream complete with waterfalls and carp ponds .,A/DT man/NN on/IN a/DT small/JJ bulldozer/NN is/VBZ arranging/VBG boulders/NNS for/IN an/DT artificial/JJ stream/NN complete/JJ with/IN waterfalls/NNS and/CC carp/NN ponds/NNS ./.," det(man-2, A-1) nsubj(arranging-8, man-2) case(bulldozer-6, on-3) det(bulldozer-6, a-4) amod(bulldozer-6, small-5) nmod:on(man-2, bulldozer-6) aux(arranging-8, is-7) root(ROOT-0, arranging-8) dobj(arranging-8, boulders-9) case(stream-13, for-10) det(stream-13, an-11) amod(stream-13, artificial-12) nmod:for(arranging-8, stream-13) amod(stream-13, complete-14) case(waterfalls-16, with-15) nmod:with(complete-14, waterfalls-16) cc(waterfalls-16, and-17) compound(ponds-19, carp-18) nmod:with(complete-14, ponds-19) conj:and(waterfalls-16, ponds-19)  "
"In Denver , Colorado , meanwhile , Larry Hovenga might be dickering for a new pickup he 'll use to haul his camper for elk hunting , and at the same moment in Miami , Dixie Lee Burns is arranging an afternoon fishing charter with Captain Ralph Delph out of Key West .","In/IN Denver/NNP ,/, Colorado/NNP ,/, meanwhile/RB ,/, Larry/NNP Hovenga/NNP might/MD be/VB dickering/VBG for/IN a/DT new/JJ pickup/NN he/PRP 'll/MD use/VB to/TO haul/VB his/PRP$ camper/NN for/IN elk/NN hunting/NN ,/, and/CC at/IN the/DT same/JJ moment/NN in/IN Miami/NNP ,/, Dixie/NNP Lee/NNP Burns/NNP is/VBZ arranging/VBG an/DT afternoon/NN fishing/NN charter/NN with/IN Captain/NNP Ralph/NNP Delph/NNP out/RB of/IN Key/NNP West/NNP ./."," case(Colorado-4, In-1) compound(Colorado-4, Denver-2) nmod:in(dickering-12, Colorado-4) advmod(dickering-12, meanwhile-6) compound(Hovenga-9, Larry-8) nsubj(dickering-12, Hovenga-9) aux(dickering-12, might-10) aux(dickering-12, be-11) root(ROOT-0, dickering-12) case(pickup-16, for-13) det(pickup-16, a-14) amod(pickup-16, new-15) nmod:for(dickering-12, pickup-16) nsubj(use-19, he-17) nsubj(haul-21, he-17) aux(use-19, 'll-18) acl:relcl(pickup-16, use-19) mark(haul-21, to-20) xcomp(use-19, haul-21) nmod:poss(camper-23, his-22) dobj(haul-21, camper-23) case(hunting-26, for-24) compound(hunting-26, elk-25) nmod:for(haul-21, hunting-26) cc(dickering-12, and-28) case(moment-32, at-29) det(moment-32, the-30) amod(moment-32, same-31) nmod:at(arranging-40, moment-32) case(Miami-34, in-33) nmod:in(moment-32, Miami-34) compound(Burns-38, Dixie-36) compound(Burns-38, Lee-37) nsubj(arranging-40, Burns-38) aux(arranging-40, is-39) conj:and(dickering-12, arranging-40) det(charter-44, an-41) compound(charter-44, afternoon-42) compound(charter-44, fishing-43) dobj(arranging-40, charter-44) case(Delph-48, with-45) compound(Delph-48, Captain-46) compound(Delph-48, Ralph-47) nmod:with(arranging-40, Delph-48) case(West-52, out-49) mwe(out-49, of-50) compound(West-52, Key-51) nmod:out_of(Delph-48, West-52)  "
"Five or six of the members have spoken often in public on behalf of scientific creationism , so they are comfortable rearranging and editing these materials to suit themselves , but otherwise they defer very modestly to Morris 's authority , which they never challenge .","Five/CD or/CC six/CD of/IN the/DT members/NNS have/VBP spoken/VBN often/RB in/IN public/NN on/IN behalf/NN of/IN scientific/JJ creationism/NN ,/, so/IN they/PRP are/VBP comfortable/JJ rearranging/VBG and/CC editing/VBG these/DT materials/NNS to/TO suit/VB themselves/PRP ,/, but/CC otherwise/RB they/PRP defer/VBD very/RB modestly/RB to/TO Morris/NNP 's/POS authority/NN ,/, which/WDT they/PRP never/RB challenge/VBP ./."," nsubj(spoken-8, Five-1) cc(Five-1, or-2) conj:or(Five-1, six-3) nsubj(spoken-8, six-3) case(members-6, of-4) det(members-6, the-5) nmod:of(Five-1, members-6) aux(spoken-8, have-7) root(ROOT-0, spoken-8) advmod(spoken-8, often-9) case(public-11, in-10) nmod:in(spoken-8, public-11) case(creationism-16, on-12) mwe(on-12, behalf-13) mwe(on-12, of-14) amod(creationism-16, scientific-15) nmod:on_behalf_of(spoken-8, creationism-16) dep(spoken-8, so-18) nsubj(comfortable-21, they-19) cop(comfortable-21, are-20) parataxis(spoken-8, comfortable-21) dep(comfortable-21, rearranging-22) cc(rearranging-22, and-23) dep(comfortable-21, editing-24) conj:and(rearranging-22, editing-24) det(materials-26, these-25) dobj(rearranging-22, materials-26) mark(suit-28, to-27) acl(materials-26, suit-28) dobj(suit-28, themselves-29) cc(spoken-8, but-31) advmod(defer-34, otherwise-32) nsubj(defer-34, they-33) conj:but(spoken-8, defer-34) advmod(modestly-36, very-35) advmod(defer-34, modestly-36) case(authority-40, to-37) nmod:poss(authority-40, Morris-38) case(Morris-38, 's-39) nmod:to(defer-34, authority-40) dobj(challenge-45, authority-40) ref(authority-40, which-42) nsubj(challenge-45, they-43) neg(challenge-45, never-44) acl:relcl(authority-40, challenge-45)  "
"<p> The neophyte arrived at Hong Kong on June 3 , but his departure for the interior was delayed by riots in the streets and by problems in arranging transport for his specimen cases , his gun , and his camera .","<p>/RB The/DT neophyte/NN arrived/VBD at/IN Hong/NNP Kong/NNP on/IN June/NNP 3/CD ,/, but/CC his/PRP$ departure/NN for/IN the/DT interior/NN was/VBD delayed/VBN by/IN riots/NNS in/IN the/DT streets/NNS and/CC by/IN problems/NNS in/IN arranging/VBG transport/NN for/IN his/PRP$ specimen/NN cases/NNS ,/, his/PRP$ gun/NN ,/, and/CC his/PRP$ camera/NN ./."," advmod(arrived-4, <p>-1) det(neophyte-3, The-2) nsubj(arrived-4, neophyte-3) root(ROOT-0, arrived-4) case(Kong-7, at-5) compound(Kong-7, Hong-6) nmod:at(arrived-4, Kong-7) case(June-9, on-8) nmod:on(arrived-4, June-9) nummod(June-9, 3-10) cc(arrived-4, but-12) nmod:poss(departure-14, his-13) nsubjpass(delayed-19, departure-14) nsubjpass(delayed-19', departure-14) case(interior-17, for-15) det(interior-17, the-16) nmod:for(departure-14, interior-17) auxpass(delayed-19, was-18) conj:but(arrived-4, delayed-19) conj:but(arrived-4, delayed-19') conj:and(delayed-19, delayed-19') case(riots-21, by-20) nmod:by(delayed-19, riots-21) case(streets-24, in-22) det(streets-24, the-23) nmod:in(riots-21, streets-24) cc(delayed-19, and-25) case(problems-27, by-26) nmod:by(delayed-19', problems-27) mark(arranging-29, in-28) acl(problems-27, arranging-29) dobj(arranging-29, transport-30) case(cases-34, for-31) nmod:poss(cases-34, his-32) compound(cases-34, specimen-33) nmod:for(arranging-29, cases-34) nmod:poss(gun-37, his-36) nmod:for(arranging-29, gun-37) conj:and(cases-34, gun-37) cc(cases-34, and-39) nmod:poss(camera-41, his-40) nmod:for(arranging-29, camera-41) conj:and(cases-34, camera-41)  "
"Promptly sink them in a shallow , warm preservative solution and allow the stems a two-hour drink in a cool , dark spot before arranging them .","Promptly/RB sink/VB them/PRP in/IN a/DT shallow/JJ ,/, warm/JJ preservative/NN solution/NN and/CC allow/VB the/DT stems/NN a/DT two-hour/JJ drink/NN in/IN a/DT cool/JJ ,/, dark/JJ spot/NN before/IN arranging/VBG them/PRP ./."," advmod(sink-2, Promptly-1) root(ROOT-0, sink-2) dobj(sink-2, them-3) case(solution-10, in-4) det(solution-10, a-5) amod(solution-10, shallow-6) amod(solution-10, warm-8) compound(solution-10, preservative-9) nmod:in(sink-2, solution-10) cc(sink-2, and-11) conj:and(sink-2, allow-12) det(stems-14, the-13) iobj(allow-12, stems-14) det(drink-17, a-15) amod(drink-17, two-hour-16) dobj(allow-12, drink-17) case(spot-23, in-18) det(spot-23, a-19) amod(spot-23, cool-20) amod(spot-23, dark-22) nmod:in(drink-17, spot-23) mark(arranging-25, before-24) acl(spot-23, arranging-25) dobj(arranging-25, them-26)  "
"First , liberal Democrats , no less than their conservative Democratic and Republican colleagues , practice a decrepit "" crony capitalism "" by arranging publicly funded boondoggles for big campaign contributors .","First/RB ,/, liberal/JJ Democrats/NNS ,/, no/RB less/JJR than/IN their/PRP$ conservative/JJ Democratic/JJ and/CC Republican/JJ colleagues/NNS ,/, practice/VB a/DT decrepit/JJ ''/'' crony/NN capitalism/NN ''/'' by/IN arranging/VBG publicly/RB funded/VBN boondoggles/NNS for/IN big/JJ campaign/NN contributors/NNS ./."," advmod(practice-16, First-1) amod(Democrats-4, liberal-3) nsubj(practice-16, Democrats-4) neg(less-7, no-6) appos(Democrats-4, less-7) case(Democratic-11, than-8) nmod:poss(Democratic-11, their-9) amod(Democratic-11, conservative-10) nmod:than(less-7, Democratic-11) cc(Democratic-11, and-12) amod(colleagues-14, Republican-13) nmod:than(less-7, colleagues-14) conj:and(Democratic-11, colleagues-14) root(ROOT-0, practice-16) det(capitalism-21, a-17) amod(capitalism-21, decrepit-18) compound(capitalism-21, crony-20) dobj(practice-16, capitalism-21) mark(arranging-24, by-23) advcl(practice-16, arranging-24) advmod(funded-26, publicly-25) amod(boondoggles-27, funded-26) dobj(arranging-24, boondoggles-27) case(contributors-31, for-28) amod(contributors-31, big-29) compound(contributors-31, campaign-30) nmod:for(boondoggles-27, contributors-31)  "
"commissioner Gary Bettman , perhaps from churlish players who in the past have proved adept at rearranging facial characteristics with sticks .","commissioner/NN Gary/NNP Bettman/NNP ,/, perhaps/RB from/IN churlish/JJ players/NNS who/WP in/IN the/DT past/NN have/VBP proved/VBN adept/JJ at/IN rearranging/VBG facial/JJ characteristics/NNS with/IN sticks/VBZ ./."," nsubj(sticks-21, commissioner-1) compound(Bettman-3, Gary-2) dep(commissioner-1, Bettman-3) advmod(commissioner-1, perhaps-5) case(players-8, from-6) amod(players-8, churlish-7) nmod:from(commissioner-1, players-8) nsubj(proved-14, players-8) ref(players-8, who-9) case(past-12, in-10) det(past-12, the-11) nmod:in(proved-14, past-12) aux(proved-14, have-13) acl:relcl(players-8, proved-14) xcomp(proved-14, adept-15) mark(rearranging-17, at-16) advcl(adept-15, rearranging-17) amod(characteristics-19, facial-18) dobj(rearranging-17, characteristics-19) nmod(rearranging-17, with-20) root(ROOT-0, sticks-21)  "
"The morning was clear and still , and all around us , turkeys gobbled an clucked back and forth , busily arranging to rendezvous in the timer .","The/DT morning/NN was/VBD clear/JJ and/CC still/RB ,/, and/CC all/RB around/RB us/PRP ,/, turkeys/NNS gobbled/VBP an/DT clucked/NN back/RB and/CC forth/RB ,/, busily/RB arranging/VBG to/TO rendezvous/NN in/IN the/DT timer/NN ./."," det(morning-2, The-1) nsubj(clear-4, morning-2) cop(clear-4, was-3) ccomp(gobbled-14, clear-4) cc(clear-4, and-5) advmod(clear-4, still-6) cc(clear-4, and-8) advmod(clear-4, all-9) advmod(us-11, around-10) dep(clear-4, us-11) nsubj(gobbled-14, turkeys-13) root(ROOT-0, gobbled-14) det(clucked-16, an-15) dobj(gobbled-14, clucked-16) advmod(gobbled-14, back-17) cc(back-17, and-18) advmod(gobbled-14, forth-19) conj:and(back-17, forth-19) advmod(arranging-22, busily-21) advcl(gobbled-14, arranging-22) case(rendezvous-24, to-23) nmod:to(arranging-22, rendezvous-24) case(timer-27, in-25) det(timer-27, the-26) nmod:in(rendezvous-24, timer-27)  "
"Remove strings and thinly slice pork , arranging meat on a platter .","Remove/VB strings/NNS and/CC thinly/RB slice/NN pork/NN ,/, arranging/VBG meat/NN on/IN a/DT platter/NN ./."," root(ROOT-0, Remove-1) dobj(Remove-1, strings-2) cc(strings-2, and-3) advmod(strings-2, thinly-4) compound(pork-6, slice-5) dep(strings-2, pork-6) advcl(Remove-1, arranging-8) dobj(arranging-8, meat-9) case(platter-12, on-10) det(platter-12, a-11) nmod:on(arranging-8, platter-12)  "
